./input/Dataset_preproc/14_safe_safe_2_p_t1.cnf
3,15,1,70,137,1048576,68,57,1.3617334701120853,1.173051195652256e+16,16.06931696650946,0
4,1,1,70,137,1048576,68,57,1.8069828636944294,1.173051195652256e+16,16.06931696650946,0
5,3,0,70,135,1048576,68,57,2.216392170637846,1.173051195652256e+16,16.06931696650946,100000
6,10,1,70,129,0,0,0,2.5484044924378395,0,0,0
./input/Dataset_preproc/14_safe_safe_2_p_t5.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,86,171,335544320,637,558,0.002221,5.930056550724499e+18,18.773058834941075,0
1,57,0,86,171,301989888,620,545,0.4892277345061302,5.928683301911128e+18,18.77295825184506,0
2,15,1,86,170,67108864,96,81,1.0050979368388653,5.158269668579059e+18,18.712504042826044,0
3,16,1,86,168,67108864,96,81,1.4443351104855537,5.158269668579059e+18,18.712504042826044,100000
4,1,1,86,168,67108864,96,81,1.8622332401573658,5.158269668579059e+18,18.712504042826044,0
5,3,0,86,166,67108864,96,81,2.271781038492918,5.158269668579059e+18,18.712504042826044,100000
6,19,1,86,160,0,0,0,2.5701232105493546,0,0,0
./input/Dataset_preproc/14_safe_safe_2_p_t6.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,102,203,10737418240,766,681,0.003144,3.1767109220597365e+24,24.501977696203802,0
1,100,1,102,203,5368709120,729,641,0.5360334441065788,2.4887208761032193e+24,24.395976190796723,0
2,57,0,102,203,4831838208,706,627,0.9630281366407871,2.4887177648813725e+24,24.39597564787231,0
3,15,1,102,202,1073741824,108,90,1.3867858722805977,2.491905352408636e+21,21.39653154292001,0
4,16,1,102,200,1073741824,108,90,1.8309598006308079,2.491905352408636e+21,21.39653154292001,100000
5,1,1,102,198,1073741824,108,90,2.233150877058506,2.491905352408636e+21,21.39653154292001,0
6,3,0,102,196,1073741824,108,90,2.6234593354165554,2.491905352408636e+21,21.39653154292001,100000
7,20,0,102,190,1073741824,108,90,3.061448246240616,2.491905352408636e+21,21.39653154292001,0
8,87,0,102,187,536870912,108,90,3.486878540366888,1.6013044430530067e+21,21.204473908664095,0
9,51,0,102,186,536870912,108,90,3.8878846503794193,1.6013044430530067e+21,21.204473908664095,100000
10,8,1,102,185,0,0,0,4.196237273514271,0,0,0
./input/Dataset_preproc/14_safe_safe_2_p_t7.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,118,235,343597383680,988,861,0.003316,1.8789513296262907e+28,28.273915530739966,0
1,100,1,118,235,171798691840,899,786,0.49329062923789024,6.45336759652967e+27,27.809786404080853,0
2,57,0,118,235,154618822656,863,755,0.928491085767746,6.434409110686553e+27,27.808508670626427,0
3,15,1,118,234,34359738368,147,123,1.337108574807644,9.378662200305417e+26,26.97214089376702,0
4,16,1,118,232,34359738368,147,123,1.7571252398192883,9.378662200305417e+26,26.97214089376702,100000
5,1,1,118,230,34359738368,147,123,2.1762602478265762,9.378662200305417e+26,26.97214089376702,0
6,3,0,118,228,34359738368,147,123,2.5939674638211727,9.378662200305417e+26,26.97214089376702,100000
7,20,0,118,222,34359738368,147,123,3.0122867077589035,9.378662200305417e+26,26.97214089376702,0
8,116,1,118,219,17179869184,147,123,3.387083724141121,5.180492345740381e+26,26.714371036362454,0
9,87,0,118,219,8589934592,119,100,3.806757502257824,3.279099590207446e+26,26.515754606916616,0
10,8,1,118,218,0,0,0,4.163816798478365,0,0,0
./input/Dataset_preproc/14_safe_safe_2_p_t8.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,134,267,10995116277760,1101,962,0.003086,3.717539900681499e+30,30.570255638539734,0
1,113,1,134,267,5497558138880,1013,886,0.5465141236782074,6.360079450923699e+29,29.80346254094436,0
2,30,1,134,267,1099511627776,67,52,0.9299138560891151,1.0282537343697973e+25,25.012100295436987,0
3,29,1,134,265,1099511627776,67,52,1.3028662167489529,1.0282537343697973e+25,25.012100295436987,100000
4,64,1,134,263,1099511627776,67,52,1.6496314108371735,1.0282537343697973e+25,25.012100295436987,100000
5,2,1,134,257,0,0,0,1.9478509277105331,0,0,0
./input/Dataset_preproc/14_safe_safe_2_p_t9.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,150,299,351843720888320,1184,1025,0.003603,4.121070653016085e+30,30.61501006027853,0
1,113,1,150,299,175921860444160,1150,998,0.5611087717115879,7.057931422523974e+29,29.848677434278397,0
2,30,1,150,299,35184372088832,195,164,0.9706971198320389,3.2329992196047225e+24,24.509605599779697,0
3,3,1,150,297,35184372088832,195,164,1.3815460577607155,3.2329992196047225e+24,24.509605599779697,100000
4,2,0,150,295,35184372088832,195,164,1.7486408986151218,3.2329992196047225e+24,24.509605599779697,100000
5,6,0,150,289,17592186044416,181,152,2.1922814659774303,2.5314930871113744e+24,24.40337674577244,0
6,29,1,150,289,0,0,0,2.5325895622372627,0,0,0
./input/Dataset_preproc/14_safe_safe_2_p_t10.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,166,331,11258999068426240,1457,1263,0.004234,8.571618579247674e+39,39.93306283751987,0
1,113,1,166,331,1125899906842624,195,164,0.5331788025796413,1.9200365411011769e+37,37.283309494040836,0
2,146,1,166,330,1125899906842624,195,164,0.9517703130841255,1.9200365411011769e+37,37.283309494040836,100000
3,30,1,166,330,0,0,0,1.324766930192709,0,0,0
./input/Dataset_preproc/05_iscas93_s499.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,175,491,8388608,6057,5567,0.021148,7.623498599369221e+18,18.882154324843288,0
1,113,1,175,491,8388607,6031,5537,0.5855390802025795,7.623498400587962e+18,18.882154313519145,0
2,30,1,175,489,4194304,687,585,1.0371416173875332,1.4590790550912468e+18,18.16407882325724,0
3,29,0,175,486,4194304,687,585,1.436940647661686,1.4590790550912468e+18,18.16407882325724,100000
4,2,1,175,485,2097152,232,189,1.8390724509954453,2.1562871591245696e+17,17.333706596643992,0
5,25,1,175,483,1048576,219,178,2.337823372334242,1.970251311659805e+17,17.2945216253017,0
6,158,0,175,480,0,0,0,2.6570027880370617,0,0,0
./input/Dataset_preproc/05_iscas93_s344.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,184,429,16777216,4879,4578,0.021192,1.60879298963308e+31,31.20650016514071,0
1,113,1,184,429,1048576,1350,1253,0.5662726014852524,6.751634009243862e+23,23.82940889213747,0
2,114,1,184,428,1048576,1350,1253,0.9845764264464378,6.751634009243862e+23,23.82940889213747,100000
3,30,1,184,428,0,0,0,1.3162905499339104,0,0,0
./input/Dataset_preproc/04_iscas89_s400.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,189,486,33554432,7198,6814,0.024472,3.5844672607586065e+33,33.554424618049765,0
1,113,1,189,486,22052864,6264,5918,0.5930241346359253,6.216653537675121e+32,32.79355666423664,0
2,30,1,189,484,11026432,6255,5911,1.0249850079417229,3.411472853104137e+32,32.532941919718525,0
3,29,0,189,484,11026432,6255,5911,1.4246001355350018,3.411472853104137e+32,32.532941919718525,100000
4,2,1,189,483,5513216,6091,5742,1.837740983814001,5.655689228188399e+30,30.75248553760091,0
5,25,1,189,481,2756608,6082,5735,2.307973872870207,4.2739669637578606e+30,30.630831160899387,0
6,157,1,189,481,1363968,4524,4257,2.7423640936613083,7.556742240537452e+29,29.878334608743987,0
7,183,0,189,479,1363968,4524,4257,3.243436384946108,7.556742240537452e+29,29.878334608743987,100000
8,11,0,189,477,681984,4504,4257,3.6967071630060673,6.607836706257865e+29,29.820059302101765,0
9,184,0,189,476,562176,4482,4238,4.190267693251371,2.278109867650394e+29,29.357574665205636,0
10,26,1,189,474,0,0,0,4.569181680679321,0,0,0
./input/Dataset_preproc/03_iscas85_c432.isc.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,196,514,68719476736,24101,21927,0.081208,1.0221135704396065e+37,37.009499154384706,0
1,113,1,196,514,59269578752,17386,15657,0.8137637376785278,1.0174344194584413e+37,37.007506425577645,0
2,30,1,196,510,29778116608,19569,17761,1.379281397908926,1.6961783815008686e+36,36.229471523644584,0
3,52,0,196,508,29778116608,19569,17761,1.9666960872709751,1.6961783815008686e+36,36.229471523644584,100000
4,2,1,196,506,14936834048,20113,18283,2.5400275588035583,1.1787523071011862e+36,36.071422555764755,0
5,25,0,196,504,7468417024,25896,23290,3.281699113547802,3.455606399857759e+35,35.53852426965622,0
6,170,1,196,503,7468417024,25896,23290,4.035730421543121,3.455606399857759e+35,35.53852426965622,100000
7,155,1,196,501,6841216768,15588,14061,4.603336215019226,3.45452141861601e+35,35.53838788972737,0
8,10,1,196,499,3114970880,22440,20222,5.328891348093748,1.0353107978248151e+35,35.0150707435304,0
9,42,0,196,497,3114970880,22440,20222,6.005781155079603,1.0353107978248151e+35,35.0150707435304,100000
10,182,0,196,495,70051154,10907,10315,6.485034342855215,3.36101822280935e+26,26.526470867138947,0
11,191,0,196,494,5994720,1541,1412,6.998150423169136,1.1602260931915991e+22,22.064542628414543,0
12,24,0,196,492,2568240,937,853,7.507530976086855,4.094998722687746e+21,21.6122537706313,0
13,31,0,196,491,851760,508,460,8.00943611934781,2.1767512588338804e+21,21.337808804287835,0
14,102,0,196,490,851760,374,333,8.48545466735959,2.1767512588338804e+21,21.337808804287835,0
15,71,1,196,489,131040,312,277,8.91187459602952,2.164545564392271e+19,19.335366732286325,0
16,6,0,196,488,74880,239,209,9.36368091031909,1.923138194932641e+19,19.284010493359762,0
17,175,1,196,486,74880,239,209,9.831795927137136,1.923138194932641e+19,19.284010493359762,100000
18,11,1,196,479,44928,229,201,10.234558928757906,1.1939431032059458e+19,19.076983631188277,0
19,7,0,196,478,22464,229,201,10.602999839931726,2.2966452673326134e+17,17.361093920603352,0
20,109,0,196,477,0,0,0,10.951775934547186,0,0,0
./input/Dataset_preproc/15_sort_num_s_4_p_t2.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,204,718,3211264,906257,878597,3.269747,4.2939405086308564e+24,24.632856023110868,0
1,200,0,204,718,2752512,716252,689970,12.312064919620752,4.2938440958179977e+24,24.632846271689626,0
2,177,0,204,690,2752512,716252,689970,18.499328304082155,4.2938440958179977e+24,24.632846271689626,100000
3,115,0,204,688,2658304,636340,611708,24.143907960504293,4.293799016314491e+24,24.632841712166282,0
4,30,1,204,686,91136,1503,1366,24.55313091725111,6.064757412573614e+20,20.782813433976262,0
5,2,1,204,685,45568,5317,5000,25.215987365692854,2.3606376065008714e+20,20.37302932143838,0
6,75,0,204,675,45568,5317,5000,25.747147858142853,2.3606376065008714e+20,20.37302932143838,100000
7,25,1,204,673,0,0,0,26.225034717470407,0,0,0
./input/Dataset_preproc/04_iscas89_s444.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,205,533,16777216,8158,7680,0.037051,1.5373114099478242e+28,28.18676185053359,0
1,200,0,205,533,14090240,9288,8848,0.649577796459198,1.112951240726253e+28,28.046476137966884,0
2,113,1,205,531,10567680,9274,8842,1.298018153756857,8.094837738979057e+26,26.908208147743835,0
3,30,1,205,529,3522560,6207,5917,1.8349375315010548,7.97001706975805e+26,26.901459251545898,0
4,31,0,205,526,3522560,6207,5917,2.4217647276818752,7.97001706975805e+26,26.901459251545898,100000
5,2,1,205,521,2097152,1608,1492,2.9048222601413727,9.805095063400558e+23,23.991451808642267,0
6,25,1,205,521,1048576,1599,1485,3.4004843197762966,8.2321870428179e+23,23.915515229434266,0
7,158,1,205,520,188416,890,815,3.9382628723978996,4.763346202411598e+21,21.677912147401354,0
8,11,0,205,518,90112,773,708,4.470652766525745,9.546136837676241e+20,20.97982765540439,0
9,186,0,205,515,78848,792,731,4.963974464684725,7.163882677053509e+20,20.855148464792084,0
10,192,1,205,512,19712,373,339,5.574825096875429,1.9043769855381976e+20,20.27975292437034,0
11,202,0,205,508,19712,373,339,6.042873300611973,1.9043769855381976e+20,20.27975292437034,100000
12,27,1,205,506,0,0,0,6.475529011338949,0,0,0
./input/Dataset_preproc/04_iscas89_s526.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,217,638,16777216,16996,15340,0.088427,2.8861272132579647e+37,37.46031546979224,0
1,200,0,217,638,13107200,16054,14520,0.9829329289495945,2.801414384355719e+37,37.447377354281706,0
2,113,1,217,637,3014656,4435,3896,1.5429842807352543,1.346395845160094e+35,35.12917276278147,0
3,23,1,217,636,3014656,4435,3896,2.0781158059835434,1.346395845160094e+35,35.12917276278147,100000
4,152,1,217,624,3014656,4435,3896,2.6756920218467712,1.346395845160094e+35,35.12917276278147,100000
5,32,1,217,620,1507328,3660,3287,3.194778725504875,8.795261599867402e+32,32.94424876132495,0
6,2,1,217,617,983040,1617,1439,3.6901463009417057,1.1834406022257591e+29,29.073146465245294,0
7,197,0,217,604,983040,1617,1439,4.246836986392736,1.1834406022257591e+29,29.073146465245294,100000
8,27,1,217,603,983040,1617,1439,4.717904891818762,1.1834406022257591e+29,29.073146465245294,0
9,160,0,217,602,0,0,0,5.169905669987202,0,0,0
./input/Dataset_preproc/04_iscas89_s526n.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,218,639,16777216,59160,52672,0.262377,1.4654851321165374e+31,31.165981416720207,0
1,200,0,218,639,12582912,47707,42799,1.5212748907506466,1.4638968671675575e+31,31.165510481368724,0
2,113,1,218,636,2883584,4791,4225,1.9784198999404907,1.801606762482774e+30,30.25566000333524,0
3,210,0,218,635,2883584,4791,4225,2.5421603731811047,1.801606762482774e+30,30.25566000333524,100000
4,31,0,218,633,2883584,4791,4225,3.1287041194736958,1.801606762482774e+30,30.25566000333524,0
5,2,1,218,628,1966080,2365,2081,3.6442462354898453,2.6373170028228433e+28,28.42116233468624,0
6,25,1,218,628,983040,1258,1118,4.194765113294125,2.0945952844260045e+28,28.321100121469343,0
7,158,0,218,623,122880,413,369,4.7048456855118275,8.220280122117512e+19,19.91488661722582,0
8,11,0,218,622,0,0,0,5.08472153916955,0,0,0
./input/Dataset_preproc/04_iscas89_s510.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,236,635,33554432,5556,5239,0.041661,9.092577479570403e+20,20.95868701044784,0
1,200,0,236,635,23068672,4087,3837,0.6079419292509556,8.757653978306326e+20,20.94238778188364,0
2,160,1,236,634,23068672,4087,3837,1.1408330872654915,8.757653978306326e+20,20.94238778188364,100000
3,114,0,236,632,23068672,4618,4336,1.6388693675398827,8.757653978306326e+20,20.94238778188364,0
4,30,1,236,630,8388608,1496,1396,2.143676597625017,6.299691585359044e+20,20.79931928817495,0
5,14,0,236,627,8388608,1496,1396,2.601063512265682,6.299691585359044e+20,20.79931928817495,100000
6,48,1,236,615,8388608,1496,1396,3.1483013033866882,6.299691585359044e+20,20.79931928817495,100000
7,2,1,236,612,4194304,1336,1255,3.653427753597498,8.307949309306503e+19,19.919493838036914,0
8,27,1,236,611,0,0,0,4.116295214742422,0,0,0
./input/Dataset_preproc/15_sort_num_s_5_p_t1.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,240,875,369098752,3498,3046,0.031898,7.8913076838574e+27,27.897148976951524,0
1,200,0,240,875,352321536,3337,2897,0.6901644244790077,7.857962228280025e+27,27.89530993691038,0
2,113,1,240,874,16777216,295,236,1.210392750799656,1.6048746354588325e+26,26.205441113217596,0
3,238,1,240,873,16777216,295,236,1.7294899746775627,1.6048746354588325e+26,26.205441113217596,100000
4,30,1,240,856,0,0,0,2.155948407948017,0,0,0
./input/Dataset_preproc/03_iscas85_c499.isc.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,243,714,2199023255552,6259382,5274841,49.463117,5.3089595233700917e+42,42.72500941420083,0
1,200,0,243,714,2190433320960,5917801,4904281,200.35048815235496,5.3084459494490634e+42,42.72496739973303,0
2,113,1,243,711,1095216660480,4612775,3940348,264.9972159564495,4.6849052603196e+41,41.6707008128681,0
3,30,1,243,708,547608330240,4538234,3886821,327.5340399891138,3.6631597282705404e+39,39.56385585603667,0
4,2,1,243,703,273804165120,3929897,3453351,376.6304208151996,1.9839213011335705e+39,39.2975244404183,0
5,25,0,243,698,136902082560,3575431,3151036,420.3147483840585,1.7958992396809238e+39,39.25428196658623,0
6,239,0,243,693,68451041280,3369933,2959278,462.41887617483735,3.688397309831185e+38,38.56683769659351,0
7,212,1,243,692,34225520640,2366884,2030399,491.7790834531188,3.565791558012263e+38,38.55215595245378,0
8,154,0,243,691,17179869184,1131666,990996,504.38032177835703,6.577489053206002e+36,36.81806013397003,0
9,176,0,243,690,17179869184,1036098,908954,516.3099920526147,6.577489053206002e+36,36.81806013397003,100000
10,197,0,243,682,17179869184,1106942,972947,528.6966447122395,6.577489053206002e+36,36.81806013397003,100000
11,10,1,243,679,8589934592,677021,599888,537.8011692352593,4.809941251307548e+35,35.682139771927105,0
12,180,0,243,674,8589934592,544148,474763,545.8769179172814,4.809941251307548e+35,35.682139771927105,0
13,187,0,243,672,8589934592,647215,575293,553.8242222294211,4.809941251307548e+35,35.682139771927105,0
14,24,1,243,669,4294967296,648495,573048,561.8115813732147,3.7809286620751466e+35,35.57759848324474,0
15,31,1,243,664,2147483648,610226,543777,570.0683699846268,4.1140201164631475e+34,34.6142664109483,0
16,213,1,243,659,2130706432,473396,416190,577.3961828052998,4.1087790572633206e+34,34.61371278842877,0
17,98,0,243,659,1065353216,572141,517093,583.3034769296646,2.1802329215725674e+34,34.33850289321472,0
18,68,0,243,656,532676608,395869,358593,587.8642076775432,6.467585336563593e+33,33.81074216772552,0
19,7,0,243,654,266338304,489812,452091,592.7457807064056,1.895918739231338e+33,33.277819719151985,0
20,12,1,243,649,133169152,3263597,2855629,638.8200549557805,5.432774581019013e+32,32.73502168547721,0
21,225,0,243,644,66584576,228584,207860,641.8185776360333,1.309650909528117e+32,32.1171555488851,0
22,8,0,243,643,33292288,231912,212336,644.1778968833387,5.811598468858705e+29,29.76429560067364,0
23,102,0,243,640,16449536,152147,141603,645.8319340571761,2.0955058378208425e+29,29.321288875062418,0
24,185,0,243,637,16252928,120903,112665,647.2791503146291,2.0854424975812025e+29,29.319198219438398,0
25,177,1,243,634,0,0,0,647.8241106159985,0,0,0
./input/Dataset_preproc/13_ring2_r6_p_t4.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,250,770,90699264,60351,54315,0.441475,5.343871063904577e+30,30.727855971003738,0
1,248,0,250,770,45349632,280698,267035,4.241476159542799,5.214604187186039e+30,30.717221349033924,0
2,229,0,250,759,45349632,280698,267035,7.662786517292261,5.214604187186039e+30,30.717221349033924,100000
3,200,1,250,757,16376256,39088,35569,8.804262463003397,4.8399211276192065e+30,30.68483828434713,0
4,113,1,250,755,2659392,92816,88151,10.476395029574633,1.0751890694121183e+28,28.031484840607323,0
5,30,1,250,746,93312,294,259,11.066942442208529,6.700735556748231e+25,25.826122478925143,0
6,1,1,250,745,93312,294,259,11.579114887863398,6.700735556748231e+25,25.826122478925143,100000
7,3,1,250,738,93312,294,259,12.029037419706583,6.700735556748231e+25,25.826122478925143,0
8,28,1,250,737,0,0,0,12.41958150267601,0,0,0
./input/Dataset_preproc/04_iscas89_s420.1.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,252,601,17179869184,4604,4276,0.023764,1.0357881130786662e+33,33.015270922656036,0
1,248,0,252,601,1572864,352,317,0.5852436013519764,3.5128386381147384e+23,23.54565820097738,0
2,230,1,252,599,1572864,352,317,1.0998713225126266,3.5128386381147384e+23,23.54565820097738,100000
3,229,1,252,596,1572864,352,317,1.6047680713236332,3.5128386381147384e+23,23.54565820097738,100000
4,200,0,252,594,0,0,0,2.0441120602190495,0,0,0
./input/Dataset_preproc/13_ring_3_p_t5.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,254,636,82556485632,80531,75391,0.550706,3.4893451931247496e+39,39.542743935356285,0
1,248,0,254,636,41278242816,38328,35333,2.2304611019790173,2.2079497837452232e+38,38.343989191842326,0
2,177,0,254,631,41278242816,38328,35333,3.211240340024233,2.2079497837452232e+38,38.343989191842326,100000
3,202,0,254,629,20639121408,38313,35320,4.363742660731077,6.196060090840645e+37,37.7921156209971,0
4,113,1,254,628,2293235712,8608,7914,4.9465156346559525,6.641886699458135e+33,33.82229146291852,0
5,238,1,254,627,2293235712,8608,7914,5.504670962691307,6.641886699458135e+33,33.82229146291852,100000
6,30,1,254,622,764411904,2799,2515,6.012417461723089,1.5456426929890625e+31,31.18910910510758,0
7,2,1,254,621,382205952,2784,2502,6.532039932906628,1.4966769549159709e+31,31.17512807166086,0
8,48,1,254,621,382205952,2784,2502,7.184296265244484,1.4966769549159709e+31,31.17512807166086,100000
9,25,1,254,620,191102976,2769,2489,7.737374555319548,8.156270097549052e+30,30.911491599147894,0
10,247,1,254,620,95551488,7665,7165,8.296657510101795,8.083194364288757e+30,30.907583021743402,0
11,219,1,254,618,31850496,5587,5221,8.814087986946106,4.3246291049023367e+30,30.635948866806295,0
12,157,1,254,618,15925248,5572,5208,9.370813805609941,1.736876381274154e+29,29.239768909500075,0
13,10,1,254,618,1769472,562,510,9.77772581577301,4.735930052345886e+26,26.67540527941914,0
14,185,0,254,617,1474560,516,468,10.245343439280987,4.7309202091380884e+26,26.67494562337656,0
15,192,1,254,616,737280,501,455,10.752878304570913,2.4815376176592893e+26,26.394720863058637,0
16,26,0,254,615,0,0,0,11.213776465505362,0,0,0
./input/Dataset_preproc/13_ring_4_p_t4.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,272,683,440301256704,98297,88093,0.723797,8.692866317148736e+42,42.939163000898496,0
1,226,1,272,683,146767085568,8830,7935,2.0585657209157944,3.848436978575323e+42,42.58528437901266,0
2,225,1,272,682,146767085568,8830,7935,2.6463464945554733,3.848436978575323e+42,42.58528437901266,100000
3,61,0,272,681,73383542784,8817,7924,3.234573595225811,7.748378252169492e+41,41.889210813495225,0
4,5,0,272,680,55037657088,28238,26550,3.974825657904148,5.16331335351374e+41,41.71292848250845,0
5,52,0,272,665,36691771392,27656,25191,4.974511109292507,3.440454948166392e+40,40.536615875250035,0
6,21,1,272,663,4076863488,1843,1647,5.576716125011444,2.473164750209427e+40,40.39325304791149,0
7,50,0,272,662,2717908992,1357,1202,6.095142889767885,2.4731447367500385e+40,40.393249533479164,0
8,59,1,272,660,1358954496,1344,1191,6.539541155099869,2.3805697184505836e+40,40.376680904943065,0
9,194,1,272,659,849346560,1399,1249,7.0758087411522865,2.3663840287798914e+40,40.374085225518535,0
10,73,1,272,658,849346560,1399,1249,7.554358538240194,2.3663840287798914e+40,40.374085225518535,0
11,7,1,272,650,0,0,0,7.992826830595732,0,0,0
./input/Dataset_preproc/16_uts_k2_p_t3.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,280,955,27685151571968,1330444,1218522,5.903567,1.2545204777871952e+42,42.098477754783666,0
1,226,1,280,955,13842575785984,839911,770040,22.463788628578186,9.47952100394479e+40,40.976786393182024,0
2,60,1,280,954,0,0,0,22.96394445002079,0,0,0
