./input/Dataset_preproc/14_safe_safe_2_p_t1.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
6,50,1,70,144,4587520,173,149,2.184064146131277,2.034295953117206e+16,16.308414135143167,0.5469656325534054
7,36,0,70,145,4063232,156,135,2.5134669952094555,2.0190520338379264e+16,16.30514751147335,0.5137653314553521
8,43,0,70,146,3145728,148,129,2.8488371409475803,2.0189442055237864e+16,16.30512431717645,0.5100120313674282
9,11,0,70,147,2621440,137,120,3.1078199185431004,2.018224130039828e+16,16.304969394326292,0.4906693871442122
10,59,1,70,148,1310720,137,120,3.4250160343945026,1.7668681229194822e+16,16.24720413545712,0.46347715153862207
11,10,0,70,149,1179648,128,113,3.777216926217079,1.7601023405194102e+16,16.24553792044522,0.4541098381869785
12,31,0,70,150,983040,77,67,4.104301981627941,1.7598900397611632e+16,16.245485533372772,0.4539475300274624
13,22,1,70,151,0,0,0,4.353551916778088,0,0,0.4496991851000063
./input/Dataset_preproc/14_safe_safe_2_p_t5.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,86,171,335544320,637,558,0.002259,5.930056550724499e+18,18.773058834941075,0
1,3,0,86,171,268435456,477,418,0.43168744072318077,5.559586816743e+18,18.745042516424434,0.7192079501728343
2,2,0,86,172,201326592,341,291,0.7817694172263145,5.540240996926658e+18,18.74352865667048,0.6640564326042981
3,42,0,86,173,167772160,325,281,1.0749211981892586,5.500259735381878e+18,18.74038319839964,0.660664519090961
4,51,0,86,174,167772160,325,281,1.4013072364032269,5.500259735381878e+18,18.74038319839964,0.656921668489442
5,61,1,86,175,164626432,295,252,1.7793826833367348,5.499877631589847e+18,18.740353026854883,0.597315885990235
6,46,0,86,176,164626432,295,252,2.1463307105004787,5.499877631589847e+18,18.740353026854883,0.5599365056919376
7,56,0,86,177,131072000,282,243,2.5436415299773216,5.303102455431212e+18,18.724530017727385,0.5198465251931312
8,11,0,86,178,114294784,269,236,2.9837926886975765,5.181516470392444e+18,18.714456882976663,0.4906693871442122
9,85,1,86,179,57671680,255,226,3.3390145637094975,4.795969031387707e+18,18.680876370102197,0.4897760239132867
10,72,1,86,180,28835840,255,226,3.6868385560810566,4.2460000414723343e+18,18.627979994071904,0.4687024374397798
11,75,0,86,181,14417920,255,226,4.030093070119619,4.1775154291763773e+18,18.620918062585485,0.4629980203788156
12,10,0,86,182,10223616,235,206,4.35577692091465,4.1766465715806653e+18,18.62082772675989,0.4541098381869785
13,31,0,86,183,6160384,146,127,4.732418708503246,4.174604946433861e+18,18.620615383364147,0.4539475300274624
14,22,1,86,184,0,0,0,5.015177816152573,0,0,0.4496991851000063
./input/Dataset_preproc/14_safe_safe_2_p_t6.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,102,203,10737418240,766,681,0.003431,3.1767109220597365e+24,24.501977696203802,0
1,48,1,102,203,9395240960,493,429,0.5211758837103844,3.124880324984448e+24,24.49483338961798,0.7965376641399858
2,72,1,102,204,9395240960,493,429,0.8483457788825035,3.124880324984448e+24,24.49483338961798,0.7900924664766186
3,3,0,102,205,7516192768,363,312,1.1104959473013878,3.1245934538795936e+24,24.49479351856888,0.7192079501728343
4,71,0,102,206,6576668672,354,305,1.4681419357657433,2.5816600712341734e+24,24.411899057873846,0.6755349184199955
5,2,0,102,207,4697620480,241,205,1.8182583674788475,2.5734582075078503e+24,24.41051711978024,0.6640564326042981
6,51,0,102,208,4697620480,241,205,2.1318965442478657,2.5734582075078503e+24,24.41051711978024,0.656921668489442
7,69,0,102,209,4697620480,241,205,2.5019192956387997,2.5734582075078503e+24,24.41051711978024,0.6019441124530132
8,68,0,102,210,4697620480,241,205,2.8449644967913628,2.5734582075078503e+24,24.41051711978024,0.565008123369687
9,46,0,102,211,3623878656,224,191,3.2074114196002483,2.572547143629949e+24,24.410363342241368,0.5599365056919376
10,92,1,102,212,1409286144,141,118,3.574139915406704,2.5606027215396016e+24,24.4083422027453,0.5269544904885974
11,56,0,102,213,1409286144,141,118,3.949837487190962,2.5606027215396016e+24,24.4083422027453,0.5198465251931312
12,43,0,102,214,872415232,125,105,4.25315697863698,2.5565533151129303e+24,24.407654854061544,0.5100120313674282
13,39,1,102,215,469762048,46,36,4.605846360325813,2.553384174110008e+24,24.407116162295036,0.49984942140205396
14,55,0,102,216,469762048,46,36,4.88245002925396,2.553384174110008e+24,24.407116162295036,0.49097879611326367
15,11,0,102,217,201326592,36,28,5.251135725528002,2.445665718300137e+24,24.388397095946868,0.4906693871442122
16,85,1,102,218,100663296,36,28,5.5836877934634686,2.262564814734583e+24,24.354601029105257,0.4897760239132867
17,38,1,102,219,100663296,36,28,5.986440733075142,2.262564814734583e+24,24.354601029105257,0.4729707334149537
18,75,0,102,220,50331648,36,28,6.397926826030016,2.2260714391768564e+24,24.347539097618842,0.4629980203788156
19,10,0,102,221,50331648,36,28,6.803491596132517,2.2260714391768564e+24,24.347539097618842,0.4541098381869785
20,88,0,102,222,25165824,36,28,7.192447364330292,2.1290337266219005e+24,24.32818254127382,0.4500746052710397
21,22,1,102,223,0,0,0,7.473073448985815,0,0,0.4496991851000063
./input/Dataset_preproc/14_safe_safe_2_p_t7.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,118,235,343597383680,988,861,0.003192,1.8789513296262907e+28,28.273915530739966,0
1,75,0,118,235,309237645312,954,834,0.5997200906276703,1.8788844255890018e+28,28.273900066490803,0.7349864819551061
2,3,0,118,236,240518168576,727,632,0.9652552865445614,1.8788815581655707e+28,28.273899403700103,0.7192079501728343
3,59,1,118,237,225485783040,440,379,1.2900898158550262,1.8787688406046184e+28,28.273873348793686,0.7075515438028881
4,66,0,118,238,193273528320,433,374,1.6852176077663898,1.8776440925051347e+28,28.273613275198777,0.6848859573326841
5,65,1,118,239,193273528320,433,374,2.148784928023815,1.8776440925051347e+28,28.273613275198777,0.6807882053063484
6,2,0,118,240,128849018880,295,252,2.526097781956196,2.895749896041259e+27,27.46176104942438,0.6640564326042981
7,51,0,118,241,111669149696,280,240,2.9386528320610523,2.8792265182137197e+27,27.459275833596525,0.656921668489442
8,79,0,118,242,111669149696,280,240,3.3490119837224483,2.8792265182137197e+27,27.459275833596525,0.632686453128134
9,78,0,118,243,95563022336,273,235,3.7488469630479813,2.576954903920458e+27,27.41110681857036,0.6282870642555234
10,69,0,118,244,88046829568,265,229,4.111612733453512,2.548709862376996e+27,27.406320399478517,0.6019441124530132
11,68,0,118,245,88046829568,265,229,4.5494456849992275,2.548709862376996e+27,27.406320399478517,0.565008123369687
12,92,1,118,246,44023414784,265,229,4.898162666708231,2.536879979760696e+27,27.404299921159204,0.5269544904885974
13,56,0,118,247,44023414784,265,229,5.32151397690177,2.536879979760696e+27,27.404299921159204,0.5198465251931312
14,81,0,118,248,42144366592,265,231,5.669565763324499,2.533337850380701e+27,27.403693111927048,0.508905713098124
15,83,1,118,249,42144366592,265,231,6.074363127350807,2.533337850380701e+27,27.403693111927048,0.4947483981545058
16,55,0,118,250,42144366592,265,231,6.39166846126318,2.533337850380701e+27,27.403693111927048,0.49097879611326367
17,11,0,118,251,24964497408,252,220,6.739284422248602,2.506863501694774e+27,27.3991306873389,0.4906693871442122
18,85,1,118,252,12750684160,230,201,7.252941329032183,2.4964804086055465e+27,27.39732816223255,0.4897760239132867
19,53,1,118,253,11542724608,207,180,7.6207053661346436,2.4758547718853534e+27,27.39372516635026,0.4873982411150668
20,38,1,118,254,805306368,22,17,8.005706191062927,1.0456138602018024e+25,25.01937133142909,0.4729707334149537
21,39,1,118,255,805306368,22,17,8.393061507493258,1.0456138602018024e+25,25.01937133142909,0.47208000910193987
22,45,1,118,256,0,0,0,8.688685573637486,0,0,0.4586342600558996
./input/Dataset_preproc/14_safe_safe_2_p_t8.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,134,267,10995116277760,1101,962,0.003339,3.717539900681499e+30,30.570255638539734,0
1,75,0,134,267,9895604649984,1067,933,0.6354020722210407,3.7174242703500967e+30,30.570242130037553,0.7349864819551061
2,3,0,134,268,7696581394432,827,728,1.0852911435067654,3.717389995544091e+30,30.57023812580595,0.7192079501728343
3,66,0,134,269,6597069766656,807,712,1.4669026657938957,3.7163847003197066e+30,30.57012066349665,0.6848859573326841
4,94,1,134,270,6579889897472,747,656,1.8179040141403675,3.71638319507731e+30,30.57012048759489,0.6805207581192716
5,71,0,134,271,5480378269696,715,629,2.1685980297625065,3.7162715888788753e+30,30.570107445160517,0.6755349184199955
6,52,1,134,272,4123168604160,398,341,2.542028170078993,2.902444020474358e+30,30.462763852240574,0.667855548318072
7,2,0,134,273,3298534883328,271,228,2.9648044668138027,2.897164150587649e+30,30.461973102616525,0.6640564326042981
8,79,0,134,274,3298534883328,271,228,3.302749063819647,2.897164150587649e+30,30.461973102616525,0.632686453128134
9,78,0,134,275,3298534883328,271,228,3.65449333563447,2.897164150587649e+30,30.461973102616525,0.6282870642555234
10,69,0,134,276,2886218022912,263,222,4.0321357026696205,2.896855757720321e+30,30.461926871045772,0.6019441124530132
11,68,0,134,277,2061584302080,256,217,4.420962579548359,2.6717455836088413e+30,30.426795100174992,0.565008123369687
12,82,1,134,278,2061584302080,256,217,4.782178316265345,2.6717455836088413e+30,30.426795100174992,0.5592561820241383
13,58,1,134,279,2061584302080,256,217,5.1863935105502605,2.6717455836088413e+30,30.426795100174992,0.5506329788254332
14,64,1,134,280,2061584302080,256,217,5.617529846727848,2.6717455836088413e+30,30.426795100174992,0.5452893356049981
15,120,1,134,281,1030792151040,250,213,6.022390283644199,2.6016275485184564e+30,30.415245122663286,0.523241692561493
16,48,1,134,282,206158430208,43,32,6.3926475159823895,1.941917646111695e+27,27.288230808168468,0.5217669453233145
17,126,1,134,283,103079215104,43,32,6.765295781195164,1.9101301726705373e+27,27.28106296481115,0.5207457626003241
18,56,0,134,284,103079215104,43,32,7.134142704308033,1.9101301726705373e+27,27.28106296481115,0.5198465251931312
19,89,0,134,285,103079215104,43,32,7.486634016036987,1.9101301726705373e+27,27.28106296481115,0.5193629807324213
20,81,0,134,286,51539607552,36,27,7.876293160021305,1.7526727525374073e+27,27.24370083507017,0.508905713098124
21,39,1,134,287,0,0,0,8.169497948139906,0,0,0.49984942140205396
./input/Dataset_preproc/14_safe_safe_2_p_t9.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,150,299,351843720888320,1184,1025,0.00363,4.121070653016085e+30,30.61501006027853,0
1,3,0,150,299,281474976710656,905,778,0.5885047130286694,4.12105175563093e+30,30.615008068793887,0.7192079501728343
2,88,0,150,300,246290604621824,907,773,0.9627703428268433,4.120970628260065e+30,30.614999519152096,0.7144711989801634
3,66,0,150,301,246290604621824,907,773,1.3073223382234573,4.120970628260065e+30,30.614999519152096,0.6848859573326841
4,71,0,150,302,211106232532992,889,770,1.6843417026102543,4.120037851945839e+30,30.614901206036944,0.6755349184199955
5,103,0,150,303,175921860444160,883,768,2.069207292050123,4.1197512349045594e+30,30.61487099259381,0.6679181672895739
6,2,0,150,304,140737488355328,645,564,2.4776687622070312,4.1001625810020213e+30,30.612801077849525,0.6640564326042981
7,104,0,150,305,105553116266496,683,598,2.881546527147293,2.3101344316450526e+30,30.36363725314881,0.6492523886343429
8,97,0,150,306,87960930222080,617,532,3.276350226253271,2.3060265864412e+30,30.36286431001772,0.6341379901431338
9,79,0,150,307,79164837199872,579,506,3.63513346016407,2.3038163735245182e+30,30.362447860539753,0.632686453128134
10,78,0,150,308,79164837199872,579,506,4.005913648754358,2.3038163735245182e+30,30.362447860539753,0.6282870642555234
11,68,0,150,309,61572651155456,613,540,4.490515578538179,1.98914764269291e+30,30.298667019437723,0.565008123369687
12,120,1,150,310,30786325577728,613,540,4.862162560224533,1.9659649609327575e+30,30.293575773206616,0.523241692561493
13,48,1,150,311,8796093022208,140,117,5.235637899488211,1.945170365340652e+30,30.288957644472603,0.5217669453233145
14,126,1,150,312,4398046511104,140,117,5.617252368479967,1.9133296477640855e+30,30.28178980111528,0.5207457626003241
15,135,1,150,313,2199023255552,140,117,6.02734187245369,1.8818010541058056e+30,30.274573707470044,0.5206879107548236
16,89,0,150,314,2199023255552,140,117,6.392079327255487,1.8818010541058056e+30,30.274573707470044,0.5193629807324213
17,63,1,150,315,1924145348608,60,46,6.731696583330631,6.948916995479933e+29,29.84191712408119,0.5050522384734761
18,39,1,150,316,0,0,0,6.99846225976944,0,0,0.49984942140205396
./input/Dataset_preproc/14_safe_safe_2_p_t10.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,166,331,11258999068426240,1457,1263,0.004207,8.571618579247674e+39,39.93306283751987,0
1,92,1,166,331,11171038138204160,1072,928,0.5535819306969643,8.571617172466473e+39,39.9330627662431,0.8044570525673511
2,75,0,166,332,10045138231361536,1040,901,0.9849757142364979,8.571609567768377e+39,39.93306238093892,0.7349864819551061
3,3,0,166,333,7810930603720704,779,669,1.3493935726583004,8.521980889250581e+39,39.93054055594959,0.7192079501728343
4,88,0,166,334,6685030696878080,744,639,1.7153297439217567,8.521933577543684e+39,39.93053814485872,0.7144711989801634
5,66,0,166,335,5559130790035456,720,625,2.059253618121147,8.521876006121952e+39,39.930535210896025,0.6848859573326841
6,86,1,166,336,5506354231902208,676,590,2.382733006030321,8.521772002053603e+39,39.93052991057617,0.6802447331007273
7,71,0,166,337,5506354231902208,676,590,2.8345130905508995,8.521772002053603e+39,39.93052991057617,0.6755349184199955
8,103,0,166,338,4398046511104000,667,583,3.2056623995304108,8.42936743674936e+39,39.92579498517791,0.6679181672895739
9,2,0,166,339,3289738790305792,461,398,3.6047971844673157,8.423961187688013e+39,39.925516357226364,0.6640564326042981
10,97,0,166,340,2735584929906688,440,379,3.9994186125695705,6.841542348536242e+39,39.835154019549,0.6341379901431338
11,79,0,166,341,2454109953196032,419,362,4.3879425674676895,5.990939048283372e+39,39.77749490110783,0.632686453128134
12,78,0,166,342,1891159999774720,404,350,4.838830221444368,5.982887044488312e+39,39.77691080354094,0.6282870642555234
13,113,0,166,343,1891159999774720,404,350,5.289671137928963,5.982887044488312e+39,39.77691080354094,0.6192313607914478
14,69,0,166,344,1328210046353408,393,341,5.707083277404308,5.982887040922945e+39,39.776910803282135,0.6019441124530132
15,74,1,166,345,1249045209153536,343,294,6.078719079494476,5.978191074385625e+39,39.776569791804825,0.5846711529491031
16,99,0,166,346,1002754604531712,336,289,6.470970064401627,5.978189679433341e+39,39.77656969046645,0.5671076495266205
17,80,1,166,347,1002754604531712,336,289,6.900704022496939,5.978189679433341e+39,39.77656969046645,0.5621327841052981
18,120,1,166,348,378231999954944,204,172,7.234476063400507,5.908512374247675e+39,39.7714781494124,0.523241692561493
19,48,1,166,349,246290604621824,69,53,7.618621226400137,8.00904913703386e+36,36.90358095815016,0.5217669453233145
20,126,1,166,350,123145302310912,69,53,8.037141770124435,7.87794808996209e+36,36.896413114792836,0.5207457626003241
21,135,1,166,351,61572651155456,69,53,8.459470633417368,7.74813218266159e+36,36.889197021147595,0.5206879107548236
22,89,0,166,352,61572651155456,69,53,8.911355443298817,7.74813218266159e+36,36.889197021147595,0.5193629807324213
23,111,0,166,353,61572651155456,69,53,9.325350500643253,7.74813218266159e+36,36.889197021147595,0.5103837448404199
24,81,0,166,354,61572651155456,69,53,9.777097016572952,7.74813218266159e+36,36.889197021147595,0.508905713098124
25,105,0,166,355,61572651155456,69,53,10.17672985047102,7.74813218266159e+36,36.889197021147595,0.5065046062351375
26,39,1,166,356,0,0,0,10.465811230242252,0,0,0.49984942140205396
./input/Dataset_preproc/05_iscas93_s499.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,175,491,8388608,6057,5567,0.013086,7.623498599369221e+18,18.882154324843288,0
1,158,1,175,491,8388607,8729,7771,0.5180190093815327,7.623498599359777e+18,18.88215432484275,0.865866531557307
2,92,1,175,492,8388606,5809,5371,1.1114158853888512,7.623498596348768e+18,18.88215432467122,0.8361011249085746
3,120,1,175,493,8388604,5864,5419,1.5260882787406445,7.623498595656937e+18,18.882154324631806,0.8349814749113481
4,168,1,175,494,4,250,247,1.9123273864388466,7563774381315.019,12.878738565861623,0.8116295071284658
5,148,0,175,495,4,232,229,2.255437709391117,7563774381315.019,12.878738565861623,0.7901073775687733
6,85,1,175,496,4,232,229,2.6533416733145714,7563774381315.019,12.878738565861623,0.7771112912757482
7,173,1,175,497,0,0,0,2.910512499511242,0,0,0.751965441220535
./input/Dataset_preproc/05_iscas93_s344.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,184,429,16777216,4879,4578,0.013279,1.60879298963308e+31,31.20650016514071,0
1,119,0,184,429,15728640,4870,4571,0.7112732231616974,1.608792983647488e+31,31.206500163524897,0.8159824926210104
2,136,0,184,430,14155776,4132,3883,1.0844061747193336,1.6081903919567736e+31,31.206337463119812,0.7532461715088963
3,103,0,184,431,7340032,5544,5156,1.4593988135457039,6.649262608386618e+30,30.82277348547373,0.7315294213171524
4,156,0,184,432,6860800,3049,2860,1.8390475623309612,6.649256783108827e+30,30.82277310499739,0.7270427686845964
5,88,0,184,433,3375104,2153,2016,2.2554744631052017,5.638075570423469e+30,30.75113089267747,0.7173064021507196
6,28,0,184,434,3244032,1639,1522,2.64372730627656,5.638075388708025e+30,30.751130878680137,0.704629223980084
7,52,1,184,435,98304,415,385,3.0452452450990677,1.794446170628245e+24,24.25393043500152,0.6900371633098298
8,177,0,184,436,98304,415,385,3.5146571584045887,1.794446170628245e+24,24.25393043500152,0.6886649346795111
9,66,0,184,437,0,0,0,3.8190992772579193,0,0,0.6876037587506709
./input/Dataset_preproc/04_iscas89_s400.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,189,486,33554432,7198,6814,0.01919,3.5844672607586065e+33,33.554424618049765,0
1,126,1,189,486,32505856,6489,6132,0.7201505973935127,3.5842704593976456e+33,33.55440077291874,0.9417742515112244
2,135,1,189,487,28311552,6114,5784,1.0791545361280441,3.583909512746172e+33,33.554357035975826,0.9092935632259288
3,120,1,189,488,24330240,7249,6877,1.5149380639195442,3.5837607044945715e+33,33.55433900317002,0.8086462521404892
4,172,0,189,489,19055616,4653,4356,1.939049392938614,3.439383561313628e+33,33.53648061120241,0.8057446593540706
5,134,1,189,490,16637952,6617,6184,2.4255449511110783,3.3761831602060474e+33,33.52842599936033,0.8045643196623254
6,177,0,189,491,15261696,5315,5017,2.9048242270946503,3.3761770321265983e+33,33.528425211075636,0.803442423792763
7,182,0,189,492,14344192,5331,4995,3.3810558393597603,3.376177007431463e+33,33.52842520789898,0.7680368940715581
8,176,0,189,493,13828096,3629,3387,3.8090841360390186,3.3696408966386933e+33,33.52758362048021,0.7624477021792925
9,178,0,189,494,13365760,3543,3312,4.26032929494977,3.369639294964351e+33,33.52758341404916,0.7538863738161089
10,119,0,189,495,7498240,4796,4521,4.7207854352891445,3.369267108628107e+33,33.52753544232718,0.7479839515692595
11,187,0,189,496,7323136,4459,4197,5.140558797866106,3.3682604769782655e+33,33.52740566933002,0.7444302160915403
12,166,1,189,497,7148032,2910,2713,5.541953969746828,3.3217370189098806e+33,33.52136524649069,0.7407670026303723
13,121,1,189,498,4273152,2830,2641,5.95608514174819,3.3199644803854644e+33,33.52113343730189,0.7407340164504082
14,125,1,189,499,3344896,3418,3197,6.355402182787657,3.271056725840959e+33,33.51468807561569,0.7379274867223669
15,158,1,189,500,1933312,2503,2336,6.781661231070757,3.266868335418206e+33,33.514131631459335,0.7264282849169095
16,109,1,189,501,1048576,2074,1938,7.251703154295683,3.136399732868665e+33,33.496431408194766,0.6990974897927767
17,183,0,189,502,1048576,1400,1292,7.648990981280804,3.136399732868665e+33,33.496431408194766,0.6987754362913005
18,162,1,189,503,1024000,1546,1443,8.061637442559004,3.13626432851596e+33,33.49641265846972,0.6955419047630059
19,97,0,189,504,1024000,1544,1441,8.40687058866024,3.13626432851596e+33,33.49641265846972,0.6945320844424798
20,14,0,189,505,507904,915,844,8.833594739437103,2.9055806107835644e+33,33.463232928762174,0.6936802402060562
21,122,0,189,506,507904,846,779,9.268690079450607,2.9055806107835644e+33,33.463232928762174,0.6933186214532162
22,99,0,189,507,503808,733,672,9.652098085731268,2.9055805702616126e+33,33.463232922705394,0.6931315716436471
23,107,1,189,508,319488,671,616,10.025831919163465,2.3141375116248156e+33,33.36438916220668,0.6925960024942273
24,150,1,189,509,319488,671,616,10.38934950158,2.3141375116248156e+33,33.36438916220668,0.6866536482041593
25,114,1,189,510,188416,642,591,10.71970946341753,2.303275659873228e+33,33.3623459181629,0.678364882774274
26,129,1,189,511,180224,435,393,11.149094469845295,2.3032743254357668e+33,33.362345666547775,0.6778536946752305
27,131,1,189,512,180224,447,405,11.578205406665802,2.3032743254357668e+33,33.362345666547775,0.6675014675102477
28,96,1,189,513,180224,443,401,12.02071525529027,2.3032743254357668e+33,33.362345666547775,0.6622676796065526
29,39,1,189,514,180224,413,372,12.420250285416842,2.3032743254357668e+33,33.362345666547775,0.6536492433719168
30,152,1,189,515,180224,409,368,12.842762734740973,2.3032743254357668e+33,33.362345666547775,0.6389983129090561
31,115,0,189,516,180224,399,358,13.292703472077847,2.3032743254357668e+33,33.362345666547775,0.6199960819553187
32,146,1,189,517,180224,399,358,13.69288170337677,2.3032743254357668e+33,33.362345666547775,0.6165212651984574
33,159,1,189,518,180224,399,358,14.06976656243205,2.3032743254357668e+33,33.362345666547775,0.6064646529792249
34,74,1,189,519,65536,285,252,14.475286673754454,5.934021040460331e+32,32.773349081876276,0.6012563399204109
35,93,0,189,520,65536,285,252,14.856161020696163,5.934021040460331e+32,32.773349081876276,0.5984861867227146
36,7,1,189,521,0,0,0,15.219341110438108,0,0,0.5884585190307693
./input/Dataset_preproc/03_iscas85_c432.isc.cnf
